Unnamed: 0,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,PRICE
17036,Dealer,Completed,Not Approved,2,BHK,980.031851,Ready,Resale,"Mulund (East),Mumbai",19.1649,72.9608,160.0
17037,Owner,Completed,Not Approved,1,BHK,510.0801555,Ready,Resale,"Ram Nagar,Surat",21.126741,73.103711,21.0
17038,Dealer,Completed,Not Approved,2,BHK,628.1578588,Ready,Resale,"Andheri (West),Lalitpur",19.139348,72.820458,230.0
17039,Owner,Completed,Approved,3,BHK,2278.877653,Ready,Resale,"Sector-110 Noida,Noida",28.536585,77.383669,160.0
17040,Dealer,Completed,Not Approved,3,BHK,1760.28993,Ready,Resale,"Kakkanad,Kochi",9.930471,76.271273,68.0
17041,Dealer,Completed,Not Approved,3,BHK,1682.894579,Ready,Resale,"Sector-37 Noida,Noida",28.5688,77.3425,140.0
17042,Dealer,Completed,Approved,4,BHK,1979.232402,Ready,Resale,"Wadala East,Mumbai",19.014858,72.8662,690.0
17043,Dealer,Completed,Approved,2,BHK,1100.110011,Ready,Resale,"Crossing Republik,Ghaziabad",28.629811,77.434197,30.0
17044,Dealer,Completed,Approved,4,,1306.017926,Ready,Resale,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,51.0
17045,Dealer,Completed,Approved,2,BHK,1099.935107,Ready,Resale,"Zirakpur,Chandigarh",30.662283,76.822397,33.9
17046,Dealer,Completed,Approved,3,BHK,1349.7927550000002,Ready,Resale,"Sector-85 Mohali,Mohali",30.66486,76.70610699999999,74.9
17047,Owner,Completed,Not Approved,2,,1050.144395,Ready,Resale,"Paper mill colony,Lucknow",26.865481,80.959878,40.0
17048,Owner,Completed,Not Approved,2,BHK,995.0248756,Ready,Resale,,28.67976,77.195518,40.0
17049,Dealer,Completed,Approved,1,BHK,673.7588652000001,Ready,Resale,"Moshi,Pune",18.669919,73.853723,30.4
17050,Owner,Completed,Not Approved,2,BHK,1253.918495,Ready,Resale,"GN Mills,Coimbatore",11.061387,76.945337,40.0
17051,Owner,Completed,Not Approved,2,BHK,1000.0,Ready,Resale,"Jalaram Society ,Talaja Road,Bhavnagar",22.16904,71.65785600000001,22.5
17052,Dealer,Completed,Not Approved,1,BHK,664.0454347,Ready,Resale,"Dindoli,Surat",21.142359,72.862596,15.2
17053,Dealer,Completed,Not Approved,1,BHK,710.0770509,Ready,Resale,"Gandhar Nagar,Mumbai",18.96,72.82,47.0
17054,Dealer,Under Construction,Approved,4,,1772.996364,Not Ready,New,"Powai,Mumbai",19.12,72.91,590.0
17055,Dealer,Completed,Approved,2,BHK,1020.130577,Ready,Resale,"Narayanapura,Bangalore",13.338634,77.759291,75.0
17056,Dealer,Completed,Not Approved,3,BHK,1350.08438,Ready,Resale,"Sector-21 Noida,Noida",28.5889,77.3352,72.0
17057,Dealer,Under Construction,Approved,2,BHK,1042.160114,Not Ready,Resale,"8th Phase JP Nagar,Bangalore",12.905368,77.580403,66.0
17058,Dealer,Completed,Approved,2,BHK,1193.317422,Ready,Resale,"Jayanagar,Bangalore",12.925,77.595,120.0
17059,,Completed,Not Approved,1,BHK,465.0081376,Ready,Resale,"Vile Parle (East),Lalitpur",19.097244,72.846785,200.0
17060,Dealer,Completed,Not Approved,3,BHK,1250.0,Ready,Resale,"Chembur (East),Lalitpur",19.05871,72.89969,280.0
17061,Dealer,Under Construction,Not Approved,1,BHK,650.0377929,Not Ready,Resale,"Sector 19 Ulwe,Lalitpur",19.049989,73.077321,43.0
17062,Dealer,Completed,Not Approved,3,BHK,1800.0179999999998,Ready,Resale,"Ramdas Peth,Nagpur",21.134389,79.073353,200.0
17063,Owner,Completed,Not Approved,2,BHK,872.0184662999999,Ready,Resale,"Govindpuri,Gwalior",26.205239,78.203214,34.0
17064,Owner,Completed,Not Approved,3,BHK,1400.1680199999998,Ready,Resale,"Niwaru Road,Jaipur",26.91667,75.86667,50.0
17065,Owner,Completed,Not Approved,2,BHK,1330.008313,Ready,Resale,"Gottigere,Bangalore",12.858535,77.590438,80.0
17066,Dealer,Completed,Approved,3,BHK,1455.133387,Ready,Resale,"Bommanahalli,Bangalore",12.907374,77.625811,90.0
17067,Owner,Completed,Not Approved,2,BHK,1215.180408,Ready,Resale,"Bandappa Garden,Bangalore",12.948948,77.586951,65.0
17068,Dealer,Completed,Not Approved,2,BHK,1106.139002,Ready,Resale,,13.03478,80.15586,79.1
17069,Dealer,Completed,Not Approved,4,BHK,1050.019091,Ready,Resale,"Wanwadi,Pune",18.496129,73.892902,220.0
17070,Dealer,Completed,Not Approved,1,BHK,575.0130684999999,Ready,Resale,"Vijay Park,Maharashtra",19.26941,72.966637,55.0
17071,Owner,Completed,Not Approved,3,BHK,1300.309598,Ready,Resale,"Kalwar Road,Jaipur",26.9883,75.5846,21.0
17072,Owner,Completed,Not Approved,3,BHK,1890.410959,Ready,Resale,"Dimna,Jamshedpur",22.848452,86.228827,69.0
17073,Dealer,Completed,Approved,2,BHK,618.1818182,Ready,New,"Goregaon (West),Mumbai",19.161955,72.839616,170.0
17074,Dealer,Completed,Not Approved,1,,515.0062156,Ready,Resale,"Kandivali (East),Lalitpur",19.1955,72.8728,87.0
17075,Dealer,Completed,Not Approved,1,BHK,650.0541712,Ready,Resale,"Virar,Mumbai",42.049481,-87.681841,42.0
17076,Dealer,Under Construction,Not Approved,2,BHK,951.0869565,Not Ready,Resale,"Guduvancheri,Chennai",12.842686,80.063733,42.0
17077,Owner,Completed,Not Approved,6,BHK,3840.0,Ready,Resale,"Jawaharnagar.madhav Baag Colony,Jamshedpur",22.8,86.18333,120.0
17078,Owner,Completed,Not Approved,2,BHK,1194.852941,Ready,Resale,"Sector-137 Noida,Noida",28.506454,77.40956800000001,52.0
17079,,Completed,Not Approved,2,BHK,1100.244499,Ready,Resale,"Dammaiguda,Secunderabad",17.45,78.5,36.0
17080,Dealer,Completed,Not Approved,3,BHK,1689.76647,Ready,Resale,"Akshaya Nagar,Bangalore",12.96991,77.59796,89.0
17081,Dealer,Completed,Approved,2,BHK,1270.065267,Ready,Resale,"Vidyaranyapura,Bangalore",13.0814,77.5566,72.0
17082,Dealer,Completed,Not Approved,2,BHK,956.1490274,Ready,Resale,"Uniworld City,Kolkata",22.560951,88.495491,58.0
17083,Owner,Completed,Not Approved,3,BHK,1500.150015,Ready,Resale,"Khatiwala Tank,Indore",22.699176,75.8557,50.0
17084,Dealer,Completed,Not Approved,2,BHK,996.7032125,Ready,Resale,"Kanjur Marg (East),Mumbai",19.221571,73.042474,130.0
17085,Dealer,Completed,Not Approved,4,BHK,1732.366979,Ready,Resale,"Asha Nagar,Mumbai",20.947393,72.927171,490.0
17086,Owner,Completed,Not Approved,3,BHK,1800.055386,Ready,Resale,"Ramanathapuram,Palakkad",10.7817,76.667068,65.0
17087,Dealer,Completed,Not Approved,2,BHK,1208.244492,Ready,Resale,"Bannerghatta Road,Bangalore",12.808137,77.58308000000001,51.0
17088,Builder,Under Construction,Approved,3,BHK,1570.755391,Not Ready,New,,11.03143,77.01262,110.0
17089,Dealer,Completed,Approved,3,BHK,1380.042463,Ready,Resale,"Zirakpur,Chandigarh",30.662283,76.822397,52.0
17090,Dealer,Completed,Not Approved,2,BHK,1380.5220880000002,Ready,Resale,"Whitefield,Bangalore",12.9958935,77.761394,110.0
17091,Owner,Completed,Not Approved,2,BHK,876.1625061000001,Ready,Resale,"Sullurupeta,Nellore",13.739972,80.00728000000001,17.9
17092,Owner,Completed,Not Approved,2,BHK,8093.52518,Ready,Resale,"Gandhi Nagar,Ghaziabad",28.661136,77.261843,45.0
17093,Dealer,Completed,Not Approved,1,BHK,1200.087279,Ready,Resale,"Sector-13 Khanda Colony,Lalitpur",25.050128,78.452439,55.0
17094,Owner,Completed,Not Approved,2,BHK,842.1052632000001,Ready,Resale,"Bandhaghat,Kolkata",22.597452,88.346189,40.0
17095,Dealer,Completed,Not Approved,3,BHK,2227.1714920000004,Ready,Resale,"Sector-79 Gurgaon,Gurgaon",28.362327,76.979049,130.0
17096,Owner,Completed,Approved,1,BHK,560.0194789,Ready,Resale,"Alibaug,Raigad",18.65367,72.88305600000001,23.0
17097,Dealer,Completed,Not Approved,3,BHK,1556.824079,Ready,Resale,"Sector-1 Kharghar,Lalitpur",19.02448,73.063476,180.0
17098,Owner,Completed,Not Approved,2,BHK,1208.155047,Ready,Resale,"Potheri,Chennai",13.09,80.27,48.0
17099,Dealer,Completed,Not Approved,2,BHK,1096.972356,Ready,Resale,"NIBM,Pune",18.475864,73.89000899999999,50.0
17100,Dealer,Completed,Not Approved,2,BHK,994.0357853,Ready,Resale,"Chandivali,Lalitpur",24.69028,78.41889,170.0
17101,Dealer,Completed,Not Approved,3,BHK,1311.111111,Ready,Resale,"Airport,Kolkata",22.648322,88.4431525,47.2
17102,Dealer,Completed,Approved,2,BHK,1119.128258,Ready,Resale,,13.0318,77.6583,76.0
17103,Owner,Completed,Not Approved,2,BHK,1200.300075,Ready,Resale,"Shivdaspura,Jaipur",26.71876,75.900748,32.0
17104,Dealer,Completed,Not Approved,2,BHK,1150.0,Ready,Resale,"Kharghar,Lalitpur",24.69028,78.41889,92.0
17105,Dealer,Completed,Not Approved,4,BHK,2062.210002,Ready,Resale,"Ardendale,Bangalore",50.817397,4.42145,120.0
17106,Owner,Completed,Not Approved,2,BHK,1275.103602,Ready,Resale,"Crossing Republik,Ghaziabad",28.629811,77.434197,40.0
17107,Owner,Completed,Not Approved,3,BHK,1700.0,Ready,Resale,"Patamata,Vijayawada",16.51667,80.61667,85.0
17108,Owner,Completed,Not Approved,2,BHK,1000.0,Ready,Resale,"Murlipura,Jaipur",26.979452,75.765051,26.0
17109,Owner,Completed,Not Approved,1,BHK,600.0,Ready,Resale,"Jeppinamogaru,Mangalore",12.848056,74.866457,19.8
17110,Dealer,Completed,Not Approved,3,BHK,1338.752092,Ready,Resale,"Jogeshwari (East),Maharashtra",19.1347,72.8553,280.0
17111,Dealer,Completed,Not Approved,1,BHK,655.0218341,Ready,Resale,"Sector-8 Ulwe,Maharashtra",19.216097,72.821721,42.0
17112,Dealer,Completed,Approved,3,BHK,1560.20558,Ready,Resale,"Indirapuram,Ghaziabad",28.63676,77.36315,85.0
17113,Dealer,Completed,Not Approved,3,BHK,789.7426368,Ready,New,"Bavdhan,Pune",18.510418,73.781944,85.0
17114,Builder,Under Construction,Approved,3,BHK,1500.0,Not Ready,New,"ECR,Chennai",12.931889,80.252422,69.0
17115,Owner,Completed,Not Approved,3,BHK,1713.395639,Ready,Resale,"Kadugodi,Bangalore",12.995285,77.766797,110.0
17116,Dealer,Completed,Not Approved,2,BHK,900.1465355,Ready,Resale,"Diamond Park,Kolkata",22.54111,88.33778000000001,43.0
17117,Dealer,Completed,Not Approved,3,BHK,1486.761711,Ready,Resale,"Kadugodi,Bangalore",12.995285,77.766797,73.0
17118,Owner,Completed,Not Approved,2,BHK,1400.289715,Ready,Resale,"Singasandra,Bangalore",12.879728,77.650297,58.0
17119,Dealer,Completed,Not Approved,1,BHK,695.0013365,Ready,Resale,"Badlapur (East),Lalitpur",24.69028,78.41889,26.0
17120,Dealer,Completed,Not Approved,1,BHK,760.0621869,Ready,Resale,"Thanisandra,Bangalore",13.055985,77.622157,44.0
17121,Dealer,Completed,Not Approved,3,BHK,2200.0,Ready,Resale,"Kestopur,Kolkata",22.605438,88.422084,88.0
17122,Owner,Completed,Not Approved,2,BHK,650.0541712,Ready,Resale,"Vaghawadi Road,Bhavnagar",21.764509,72.147586,18.0
17123,Owner,Completed,Not Approved,1,BHK,800.0,Ready,Resale,"Gomti Nagar Extension,Lucknow",21.0,77.0,26.0
17124,Dealer,Completed,Approved,3,BHK,1470.265526,Ready,Resale,"Kalinganagar,Bhubaneswar",20.26444,85.82806,67.0
17125,Dealer,Completed,Approved,2,BHK,1126.797905,Ready,Resale,"Majiwada,Mumbai",19.218498,72.992114,170.0
17126,Dealer,Completed,Not Approved,3,BHK,1540.832049,Ready,Resale,"Kharghar,Lalitpur",24.69028,78.41889,120.0
17127,Owner,Completed,Not Approved,3,BHK,1377.410468,Ready,Resale,"Maheshtala,Kolkata",22.486821,88.233267,45.0
17128,Dealer,Completed,Approved,3,BHK,1448.77544,Ready,Resale,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,42.0
17129,Dealer,Completed,Not Approved,4,BHK,4457.225018,Ready,Resale,"Siddapura,Bangalore",12.953042,77.73264300000001,310.0
17130,Dealer,Completed,Approved,3,BHK,1550.387597,Ready,Resale,"Sector 80 Faridabad,Faridabad",28.381971000000004,77.347688,54.0
17131,Dealer,Completed,Not Approved,2,BHK,1020.119014,Ready,Resale,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,36.0
17132,Dealer,Completed,Not Approved,3,BHK,2409.961173,Ready,Resale,"Sector-67 Gurgaon,Gurgaon",28.378021,77.063066,180.0
17133,Dealer,Under Construction,Not Approved,2,BHK,1120.162933,Not Ready,Resale,"Zirakpur,Chandigarh",30.662283,76.822397,44.0
17134,Dealer,Under Construction,Not Approved,3,BHK,10732.75862,Not Ready,Resale,"Trimbak,Lalitpur",24.69028,78.41889,24.9
17135,Dealer,Completed,Approved,3,BHK,1553.022155,Ready,Resale,"Sector-168 Noida,Noida",28.494868,77.410298,72.2
17136,Dealer,Under Construction,Not Approved,2,BHK,977.8325123,Not Ready,Resale,"Kahilipara,Guwahati",26.142985,91.767427,39.7
17137,Dealer,Completed,Not Approved,2,BHK,750.0144234,Ready,Resale,"Mulund (East),Maharashtra",19.1649,72.9608,130.0
17138,Dealer,Completed,Not Approved,2,BHK,817.4253549,Ready,Resale,"Ankur Vihar,Ghaziabad",28.66667,77.41667,16.7
17139,Dealer,Completed,Not Approved,3,BHK,1197.996079,Ready,Resale,"Rajarhat,Kolkata",22.54111,88.33778000000001,55.0
17140,Dealer,Under Construction,Not Approved,2,BHK,1250.0,Not Ready,Resale,"Sector 40 Seawoods,Maharashtra",19.015277,73.01838199999999,160.0
17141,Owner,Completed,Not Approved,2,BHK,1006.19195,Ready,Resale,"Whitefield,Bangalore",12.9958935,77.761394,52.0
17142,Dealer,Completed,Not Approved,1,BHK,700.0443066,Ready,Resale,"Pokhran-2,Lalitpur",24.69028,78.41889,79.0
17143,Dealer,Completed,Approved,3,BHK,1827.136956,Ready,Resale,"Zirakpur,Chandigarh",30.662283,76.822397,57.5
17144,Owner,Completed,Not Approved,1,BHK,458.0975478,Ready,Resale,"Tembhode,Palghar",19.700808,72.75554699999999,17.0
17145,Owner,Completed,Not Approved,2,BHK,1192.937808,Ready,Resale,"VGP Layout,Bangalore",12.735983,77.852315,75.0
17146,Owner,Completed,Approved,3,BHK,1463.057791,Ready,Resale,"Kannamangala,Bangalore",13.025845,77.770331,100.0
17147,Dealer,Completed,Approved,3,BHK,1417.992752,Ready,Resale,"Kasavanhalli,Bangalore",12.9077,77.6755,90.0
17148,Dealer,Completed,Approved,3,BHK,1350.131628,Ready,Resale,"Sector-113 Mohali,Mohali",30.691832,76.656984,35.9
17149,Builder,Under Construction,Not Approved,3,BHK,1260.0,Not Ready,New,"Santhosapuram,Chennai",13.09,80.27,69.3
17150,Owner,Completed,Approved,1,BHK,525.0154416,Ready,Resale,"Nandore,Palghar",19.737778,72.79534,17.0
17151,Owner,Completed,Not Approved,2,BHK,2000.0,Ready,Resale,"Dixit Nagar,Nagpur",20.742166,80.104602,32.0
17152,Dealer,Completed,Not Approved,2,BHK,990.0474181,Ready,Resale,"Kandivali (East),Mumbai",19.1955,72.8728,190.0
17153,Dealer,Under Construction,Approved,1,BHK,695.005657,Not Ready,Resale,"Dronagiri,Lalitpur",24.69028,78.41889,43.0
17154,Owner,Completed,Approved,3,BHK,1952.410006,Ready,Resale,"Thanisandra,Bangalore",13.055985,77.622157,160.0
17155,Owner,Completed,Not Approved,2,BHK,790.0142202999999,Ready,Resale,"Dhayari,Pune",18.430375,73.815337,50.0
17156,Owner,Completed,Not Approved,3,BHK,1770.224819,Ready,Resale,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,100.0
17157,Dealer,Completed,Not Approved,3,BHK,1460.138226,Ready,Resale,"Sector-35G Kharghar,Mumbai",19.038205,73.06612,150.0
17158,Dealer,Completed,Approved,1,BHK,407.9545455,Ready,New,"Dombivli (East),Maharashtra",19.2167,73.0833,35.9
17159,Dealer,Completed,Not Approved,2,BHK,1100.110011,Ready,Resale,"Sector-1 New Panvel,Mumbai",18.966114,73.148278,100.0
17160,Owner,Under Construction,Not Approved,12,BHK,4570.848146,Not Ready,Resale,"Vilankurichi,Coimbatore",11.074387,77.01850999999999,180.0
17161,Dealer,Completed,Approved,2,BHK,1060.220526,Ready,Resale,"Thanisandra,Bangalore",13.055985,77.622157,50.0
17162,Owner,Completed,Not Approved,1,BHK,670.0167504,Ready,Resale,"Tumkur Road,Bangalore",13.34222,77.10167,56.0
17163,Dealer,Completed,Not Approved,4,BHK,1982.957286,Ready,Resale,"Hiranandani Meadows,Maharashtra",19.227164,72.971621,370.0
17164,Owner,Completed,Not Approved,3,BHK,1150.0473550000002,Ready,Resale,"Venkatachalam Nagar,Chennai",24.090195,87.990011,85.0
17165,Owner,Completed,Not Approved,4,BHK,1569.858713,Ready,Resale,"Konekar Wada,Karwar",14.8,74.13333,100.0
17166,Owner,Completed,Not Approved,3,BHK,1500.0,Ready,Resale,"Jahangirpura,Surat",21.17,72.83,45.0
17167,Owner,Completed,Not Approved,2,BHK,80.0,Ready,Resale,"Kamla Nagar,Agra",27.221766,78.026673,22.0
17168,Dealer,Completed,Not Approved,2,BHK,1076.6278140000002,Ready,Resale,"Marol,Maharashtra",19.111438,72.878724,230.0
17169,Dealer,Completed,Not Approved,2,BHK,1105.040211,Ready,Resale,"Chembur (East),Mumbai",19.05871,72.89969,180.0
17170,Owner,Completed,Not Approved,2,BHK,650.1950585,Ready,Resale,"Gotri,Vadodara",22.312358,73.145436,20.0
17171,Owner,Completed,Not Approved,3,BHK,1316.907392,Ready,Resale,"Opp Ramson Apartment,Dhanbad",23.78,86.41,31.0
17172,Dealer,Completed,Approved,2,BHK,1253.333333,Ready,Resale,"Thara,Bhiwadi",28.162032,76.811066,47.0
17173,Builder,Under Construction,Approved,2,BHK,859.5041322000001,Not Ready,New,"Harlur Road,Bangalore",12.904179,77.665897,41.6
17174,Dealer,Completed,Approved,2,BHK,968.6057774,Ready,Resale,"Chembur (East),Lalitpur",19.05871,72.89969,170.0
17175,Owner,Completed,Not Approved,1,BHK,569.1519636,Ready,Resale,"Nageshwarwadi,Aurangabad",19.882534,75.323015,20.0
17176,Dealer,Completed,Not Approved,2,BHK,1264.274062,Ready,Resale,"Kundli,Sonipat",28.874383,77.113251,31.0
17177,Dealer,Completed,Not Approved,3,BHK,1276.010993,Ready,Resale,"Thane West,Lalitpur",19.18,72.96333,130.0
17178,Builder,Under Construction,Approved,3,BHK,1774.279616,Not Ready,New,"Mansarovar,Jaipur",26.8626,75.7633,66.5
17179,Dealer,Completed,Not Approved,2,BHK,1076.182385,Ready,Resale,"Parmanand Nagar,Raipur",26.4642,75.2038,38.0
17180,Owner,Completed,Not Approved,3,BHK,1400.147384,Ready,Resale,"Bajrang Nagar,Kota",25.177917,75.862208,38.0
17181,Dealer,Completed,Not Approved,3,BHK,1951.14337,Ready,Resale,"Rajaji Nagar,Bangalore",12.9847,77.5491,250.0
17182,Dealer,Under Construction,Not Approved,2,BHK,750.0,Not Ready,Resale,"Howrah,Kolkata",22.58444,88.26639,35.4
17183,Dealer,Completed,Approved,3,BHK,1348.888889,Ready,Resale,"Sector-143 Noida,Noida",28.5035,77.426447,60.7
17184,Owner,Completed,Not Approved,2,BHK,880.0521512,Ready,Resale,"Amlidih,Raipur",21.213822,81.676956,27.0
17185,Owner,Completed,Not Approved,2,BHK,924.784217,Ready,Resale,"Palanpur Jakatnaka,Surat",21.17,72.83,22.5
17186,Dealer,Completed,Approved,2,BHK,1295.230263,Ready,Resale,"Perumbakkam,Chennai",12.9053,80.1986,63.0
17187,Dealer,Completed,Not Approved,2,BHK,1100.016923,Ready,Resale,"Phase-3 Hinjewadi,Pune",18.5853,73.7413,65.0
17188,Dealer,Under Construction,Approved,3,BHK,699.3865031,Not Ready,New,"Hinjewadi,Pune",18.5853,73.7413,79.8
17189,Dealer,Completed,Approved,2,BHK,889.6349140000001,Ready,Resale,"Mira Road,Lalitpur",19.283359,72.864964,84.8
17190,Dealer,Completed,Not Approved,2,BHK,861.2590041000001,Ready,Resale,"Rajarhat,Kolkata",22.54111,88.33778000000001,27.5
17191,Owner,Completed,Not Approved,2,BHK,1154.142582,Ready,Resale,"Nagarbhavi,Bangalore",12.957468,77.516563,59.9
17192,Owner,Completed,Not Approved,1,BHK,595.0234403,Ready,Resale,"Kondhwa Budruk,Pune",18.45466,73.871891,33.0
17193,Dealer,Under Construction,Not Approved,1,BHK,583.0223881000001,Not Ready,Resale,"Mulund,Lalitpur",24.69028,78.41889,75.0
17194,Owner,Completed,Not Approved,3,BHK,1562.5,Ready,Resale,"Serampore,Kolkata",22.75,88.34,40.0
17195,Dealer,Completed,Approved,2,BHK,1030.057413,Ready,Resale,"Taloja,Lalitpur",24.69028,78.41889,61.0
17196,Owner,Completed,Not Approved,1,BHK,655.0883607999999,Ready,Resale,"kalamboli,Raigad",19.024,73.10300000000001,43.0
17197,Owner,Completed,Not Approved,3,BHK,1200.0,Ready,Resale,"Thahamukk,Kollam",8.88528,76.58639000000001,42.0
17198,,Under Construction,Not Approved,3,BHK,1245.169601,Not Ready,Resale,"Bavdhan,Pune",18.510418,73.781944,87.0
17199,Dealer,Completed,Not Approved,5,BHK,6599.975486,Ready,Resale,"Breach Candy,Lalitpur",18.972317,72.806327,7000.0
17200,Owner,Completed,Not Approved,2,BHK,1050.110538,Ready,Resale,"8th Phase JP Nagar,Bangalore",12.905368,77.580403,57.0
17201,Dealer,Completed,Not Approved,4,BHK,2150.023889,Ready,Resale,"Prabhadevi,Maharashtra",19.0164,72.8294,1350.0
17202,Dealer,Under Construction,Approved,2,BHK,613.034047,Not Ready,Resale,"Anjurdive,Maharashtra",18.96,72.82,65.0
17203,Dealer,Completed,Not Approved,2,BHK,1099.974944,Ready,Resale,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,43.9
17204,Dealer,Completed,Not Approved,2,BHK,1100.244499,Ready,Resale,"Atladra,Vadodara",22.271018,73.154216,27.0
17205,Owner,Completed,Not Approved,3,BHK,1549.123522,Ready,Resale,"Mahalakshmi Nagar,Indore",22.175748,75.582163,38.0
17206,Dealer,Completed,Not Approved,3,BHK,1160.513527,Ready,Resale,"Goregaon (East),Mumbai",19.1615,72.8731,320.0
17207,Owner,Completed,Not Approved,2,BHK,850.1259446,Ready,Resale,"Abhaya Kshethram,Tirupati",13.65,79.42,27.0
17208,Dealer,Completed,Not Approved,2,BHK,1289.740699,Ready,Resale,"Vijinapura,Bangalore",12.96991,77.59796,57.2
17209,Dealer,Completed,Approved,3,BHK,1177.502192,Ready,Resale,"Vile Parle (East),Maharashtra",19.097244,72.846785,470.0
17210,Owner,Completed,Not Approved,3,BHK,1200.0,Ready,Resale,"Jagatpura,Jaipur",26.832353,75.841749,27.0
17211,Owner,Completed,Approved,3,BHK,1530.456076,Ready,Resale,"Pal Gaon,Jodhpur",26.173068,73.26135,50.0
17212,Owner,Completed,Not Approved,3,BHK,1584.047708,Ready,Resale,"B.Narayanapura,Bangalore",13.338634,77.759291,85.0
17213,Owner,Completed,Not Approved,2,BHK,1019.830028,Ready,Resale,"Kathirvedu,Chennai",13.09,80.27,54.0
17214,Dealer,Under Construction,Approved,2,BHK,991.1111111,Not Ready,New,"Madhavaram,Chennai",13.138566,80.234522,44.6
17215,Dealer,Completed,Not Approved,2,BHK,1320.052802,Ready,Resale,"Whitefield,Bangalore",12.9958935,77.761394,110.0
17216,Owner,Completed,Not Approved,1,BHK,521.0800568,Ready,Resale,"Bondare Nagar,Kolhapur",16.7,74.23333000000001,22.0
17217,Owner,Completed,Not Approved,3,BHK,1299.714063,Ready,Resale,"pushti nagar,Dahod",22.831402,74.252478,50.0
17218,Dealer,Completed,Not Approved,4,BHK,2570.914389,Ready,Resale,"Bhawanipore,Kolkata",22.54111,88.33778000000001,300.0
17219,Owner,Completed,Approved,3,BHK,2010.882423,Ready,Resale,"Sector-107 Noida,Noida",28.546788,77.37849399999999,170.0
17220,Owner,Completed,Not Approved,2,BHK,1028.221396,Ready,Resale,"Senneer Kuppam,Chennai",13.09,80.27,47.0
17221,Dealer,Under Construction,Approved,3,BHK,2580.423189,Not Ready,Resale,"Sector-82 Mohali,Mohali",30.654128000000004,76.732427,150.0
17222,Dealer,Completed,Not Approved,3,BHK,1690.5330149999998,Ready,Resale,"Sector 12 Kharghar,Lalitpur",19.042483,73.06637099999999,170.0
17223,Dealer,Completed,Not Approved,2,BHK,1034.879264,Ready,Resale,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,54.0
17224,Dealer,Completed,Not Approved,4,BHK,2614.676292,Ready,Resale,"Ghatkopar West,Lalitpur",19.0905,72.9078,460.0
17225,Dealer,Completed,Approved,3,BHK,1715.039578,Ready,Resale,"Kanakpura Road,Bangalore",12.896796,77.5724,130.0
17226,Dealer,Under Construction,Approved,3,BHK,2249.778565,Not Ready,Resale,"Zirakpur,Chandigarh",30.662283,76.822397,76.2
17227,Dealer,Under Construction,Approved,3,BHK,2492.331288,Not Ready,Resale,"Sector-82 Mohali,Mohali",30.654128000000004,76.732427,130.0
17228,Dealer,Completed,Approved,4,BHK,2174.543346,Ready,Resale,"Zirakpur,Chandigarh",30.662283,76.822397,75.0
17229,Owner,Completed,Not Approved,2,,1000.0,Ready,Resale,"Chiplun,Ratnagiri",17.524875,73.520142,22.0
17230,Owner,Completed,Not Approved,2,BHK,900.1636661,Ready,Resale,"Dapoli,Ratnagiri",17.758573000000002,73.18659699999999,33.0
17231,Owner,Completed,Not Approved,4,BHK,2460.755197,Ready,Resale,"Bhurarani Road,Rudrapur",29.014547,79.414653,58.0
17232,Owner,Completed,Not Approved,1,BHK,450.0926661,Ready,Resale,"Harsha Layout,Bangalore",12.96991,77.59796,17.0
17233,Dealer,Completed,Not Approved,2,BHK,1200.138145,Ready,Resale,"Doddakannelli,Bangalore",12.905538,77.694263,69.5
17234,Owner,Completed,Not Approved,3,BHK,2008.398758,Ready,Resale,"Panchsheel Colony,Jaipur",26.512727,74.63570899999999,110.0
17235,Builder,Under Construction,Approved,1,BHK,626.9230769,Not Ready,New,"Neral,Lalitpur",27.673793,85.325643,16.3
17236,Dealer,Completed,Not Approved,2,BHK,949.70102,Ready,Resale,"Ananth Nagar,Bangalore",12.96991,77.59796,27.0
17237,Owner,Completed,Not Approved,2,BHK,1000.0,Ready,Resale,"Sanskar mandal,Bhavnagar",21.105627,71.57725500000001,25.0
17238,Dealer,Completed,Not Approved,2,BHK,1110.072447,Ready,Resale,"Kharghar,Lalitpur",24.69028,78.41889,95.0
17239,Owner,Completed,Approved,2,BHK,1182.033097,Ready,Resale,"Jalahalli,Bangalore",13.0519,77.5416,70.0
17240,Owner,Completed,Not Approved,3,BHK,1100.041511,Ready,Resale,"Akshay Park,Hubli",15.349035999999998,75.11065,26.5
17241,Dealer,Completed,Not Approved,3,BHK,1650.165017,Ready,Resale,"Hinjewadi Phase 1,Pune",18.5853,73.7413,100.0
17242,Owner,Completed,Not Approved,3,BHK,1400.070004,Ready,Resale,"Sector-48 Noida,Noida",28.557,77.3674,80.0
17243,Owner,Under Construction,Approved,3,BHK,1654.881902,Not Ready,Resale,"Sector-79 Noida,Noida",28.558047,77.392752,110.0
