Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,1,1034,3,Male,3,2,Healthcare Representative,2.0,Married,12992.0,3,Y,Yes,14,3,4.0,80,2,17,3.0,8,6
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,1035,2,Female,1,5,Research Director,,Divorced,20284.0,1,Y,No,22,4,2.0,80,2,21,3.0,21,5
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,1036,2,Male,3,2,Sales Executive,4.0,Single,4981.0,8,Y,Yes,12,3,3.0,80,0,19,3.0,1,0
26,Yes,Non-Travel,265,Sales,29,2,Medical,1,1037,2,Male,1,2,Sales Executive,,Single,21813.0,8,Y,No,18,3,4.0,80,0,7,3.0,2,2
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,1038,1,Female,1,5,Manager,4.0,Married,25846.0,1,Y,No,15,3,4.0,80,1,33,3.0,32,6
44,No,Travel_Rarely,1448,Sales,28,3,Medical,1,1039,4,Female,4,4,Sales Executive,4.0,Married,11737.0,3,Y,Yes,18,3,3.0,80,1,23,3.0,12,11
50,No,Non-Travel,145,Sales,1,3,Life Sciences,1,1040,4,Female,3,2,Sales Executive,3.0,Married,24920.0,0,Y,No,12,3,1.0,80,1,19,3.0,18,0
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,3,Female,4,1,Laboratory Technician,1.0,Single,8269.0,1,Y,No,16,3,3.0,80,0,18,3.0,17,15
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1,1043,4,Female,3,3,Manufacturing Director,1.0,Single,5083.0,1,Y,Yes,13,3,3.0,80,0,21,3.0,21,2
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,1044,2,Female,2,1,Sales Representative,4.0,Single,21437.0,0,Y,No,19,3,4.0,80,0,3,2.0,2,2
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,4,Female,3,4,Manager,,Married,5404.0,3,Y,No,13,3,2.0,80,1,26,4.0,9,1
32,No,Non-Travel,1109,Research & Development,29,4,Medical,1,1046,4,Female,3,1,Laboratory Technician,,Single,,9,Y,No,12,3,2.0,80,0,10,3.0,8,7
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,2,Male,4,2,Sales Executive,4.0,Divorced,12278.0,0,Y,No,11,3,,80,1,16,2.0,15,0
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,1048,2,Male,3,3,Manager,,Married,11038.0,3,Y,Yes,14,3,3.0,80,1,14,1.0,6,0
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,Male,3,1,Human Resources,,Single,8318.0,1,Y,No,16,3,1.0,80,0,6,3.0,6,0
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,1050,3,Female,2,3,Sales Executive,2.0,Married,23537.0,2,Y,No,12,3,1.0,80,1,30,3.0,15,6
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,3,2,Laboratory Technician,,Divorced,7858.0,7,Y,No,14,3,2.0,80,1,9,2.0,1,0
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053,1,Male,3,1,Research Scientist,1.0,Married,15346.0,6,Y,Yes,14,3,2.0,80,1,6,3.0,3,1
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055,3,Female,3,1,Sales Representative,,Married,18410.0,1,Y,Yes,19,3,4.0,80,1,1,3.0,1,0
28,No,Travel_Rarely,1144,Sales,10,1,Medical,1,1056,4,Male,3,1,Sales Representative,2.0,Married,23384.0,1,Y,No,22,4,2.0,80,0,1,3.0,1,0
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1,1060,3,Male,3,1,Research Scientist,3.0,Married,2997.0,3,Y,No,16,3,1.0,80,1,8,3.0,2,2
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1,1061,2,Male,3,5,Research Director,3.0,Married,12853.0,2,Y,Yes,11,3,,80,1,29,2.0,8,7
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,4,Female,3,2,Healthcare Representative,,Single,13848.0,3,Y,No,15,3,1.0,80,0,8,,4,0
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1,1066,3,Male,3,2,Sales Executive,1.0,Married,22217.0,1,Y,No,14,3,2.0,80,1,8,2.0,7,7
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068,1,Female,2,1,Research Scientist,3.0,Divorced,25265.0,1,Y,No,13,3,3.0,80,2,5,,5,1
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069,4,Male,3,5,Research Director,,Divorced,21445.0,9,Y,No,17,3,4.0,80,2,23,3.0,2,2
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,1070,3,Female,2,3,Sales Executive,,Married,8392.0,6,Y,No,11,3,2.0,80,1,13,3.0,9,7
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1071,1,Female,3,1,Research Scientist,,Married,12154.0,2,Y,No,19,3,,80,1,18,3.0,5,0
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,2,3,Manufacturing Director,4.0,Single,15669.0,0,Y,No,11,3,,80,0,15,2.0,14,7
55,No,Non-Travel,444,Research & Development,2,1,Medical,1,1074,3,Male,2,4,Manager,1.0,Single,17323.0,7,Y,No,15,3,2.0,80,0,31,4.0,9,6
43,No,Travel_Rarely,415,Sales,25,3,Medical,1,1076,3,Male,2,3,Sales Executive,4.0,Divorced,5268.0,5,Y,No,13,3,3.0,80,1,18,3.0,1,0
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,4,Female,3,1,Sales Representative,4.0,Single,17205.0,1,Y,Yes,14,3,2.0,80,0,2,3.0,2,0
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,1079,3,Female,2,1,Laboratory Technician,,Single,17258.0,1,Y,No,13,3,1.0,80,0,1,2.0,1,1
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4,Female,2,2,Research Scientist,1.0,Divorced,21029.0,8,Y,Yes,23,4,1.0,80,3,19,3.0,16,1
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,3,1,Research Scientist,3.0,Married,10332.0,9,Y,Yes,12,3,3.0,80,3,18,4.0,10,2
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,2,3,Healthcare Representative,1.0,Single,12355.0,1,Y,No,12,3,1.0,80,0,10,,10,1
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,2,1,Laboratory Technician,,Married,11141.0,1,Y,No,16,3,1.0,80,2,6,3.0,5,1
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,3,2,Manufacturing Director,1.0,Married,9096.0,0,Y,No,15,3,3.0,80,1,7,2.0,6,0
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,2,Female,4,1,Research Scientist,3.0,Married,18863.0,1,Y,No,13,3,3.0,80,0,10,3.0,10,0
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,3,Female,2,3,Healthcare Representative,,Married,24608.0,0,Y,No,18,3,1.0,80,1,20,2.0,19,1
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092,1,Male,3,3,Healthcare Representative,,Married,26542.0,4,Y,No,20,4,4.0,80,1,14,3.0,11,11
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,1,1,Laboratory Technician,3.0,Married,5869.0,1,Y,No,19,3,4.0,80,3,3,3.0,3,1
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096,4,Male,3,3,Manufacturing Director,2.0,Married,15813.0,3,Y,No,18,3,2.0,80,1,23,3.0,3,1
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,3,Female,3,2,Research Scientist,3.0,Single,7909.0,3,Y,No,13,3,4.0,80,0,10,4.0,8,1
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,2,3,Human Resources,,Married,2326.0,9,Y,No,14,3,4.0,80,1,24,3.0,20,3
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,4,Male,2,3,Healthcare Representative,4.0,Divorced,21214.0,4,Y,No,15,3,3.0,80,1,9,3.0,3,1
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4,Male,3,3,Sales Executive,1.0,Single,,0,Y,Yes,22,4,1.0,80,0,9,3.0,8,4
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,1,Female,2,2,Research Scientist,3.0,Single,3129.0,1,Y,No,22,4,2.0,80,0,14,,13,3
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,1,Male,3,1,Laboratory Technician,3.0,Divorced,22482.0,1,Y,No,16,3,4.0,80,1,4,2.0,4,2
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1,Male,3,2,Healthcare Representative,4.0,Single,22266.0,0,Y,No,17,3,3.0,80,0,7,2.0,6,0
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,2,2,Sales Executive,4.0,Divorced,24223.0,2,Y,Yes,14,3,3.0,80,3,8,3.0,1,0
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106,4,Male,3,1,Laboratory Technician,4.0,Married,4605.0,1,Y,Yes,15,3,2.0,80,1,7,4.0,7,5
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107,1,Male,3,1,Laboratory Technician,,Divorced,19373.0,1,Y,No,20,4,3.0,80,1,1,2.0,1,0
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,2,1,Research Scientist,,Single,2993.0,4,Y,Yes,20,4,2.0,80,0,5,3.0,2,2
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,4,Male,3,4,Manager,1.0,Married,14399.0,0,Y,No,17,3,4.0,80,1,23,3.0,22,13
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1,Male,2,1,Laboratory Technician,2.0,Divorced,7160.0,1,Y,No,15,3,1.0,80,2,1,3.0,1,0
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113,4,Male,3,2,Sales Executive,3.0,Single,17251.0,3,Y,Yes,14,3,4.0,80,0,5,3.0,0,0
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,Female,3,2,Sales Executive,2.0,Married,13401.0,0,Y,No,17,3,3.0,80,1,4,3.0,3,0
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3,Male,2,1,Research Scientist,4.0,Married,22478.0,3,Y,No,17,3,4.0,80,3,6,3.0,0,0
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,1,Male,4,4,Manager,4.0,Single,16154.0,2,Y,No,22,4,3.0,80,0,27,2.0,5,2
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,2,2,Sales Executive,3.0,Married,17970.0,1,Y,No,13,3,,80,1,15,3.0,15,4
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2,Male,3,3,Healthcare Representative,2.0,Single,15322.0,7,Y,No,19,3,4.0,80,0,18,3.0,8,4
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,2,3,Sales Executive,,Divorced,5569.0,0,Y,Yes,14,3,2.0,80,2,9,3.0,8,2
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3,Female,3,1,Research Scientist,4.0,Divorced,26968.0,4,Y,No,22,4,1.0,80,1,11,3.0,7,1
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,4,Female,3,3,Manufacturing Director,2.0,Divorced,8039.0,0,Y,No,17,3,2.0,80,3,10,,9,1
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,Male,3,4,Manager,,Married,15596.0,3,Y,No,12,3,4.0,80,1,23,3.0,12,4
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1,1125,4,Male,3,3,Sales Executive,,Single,20619.0,7,Y,No,16,3,,80,0,10,3.0,1,0
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,3,3,Manufacturing Director,1.0,Married,11535.0,8,Y,No,11,3,3.0,80,1,18,3.0,8,0
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1,Male,3,4,Healthcare Representative,4.0,Divorced,13547.0,7,Y,No,11,3,4.0,80,3,21,3.0,18,11
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,3,Male,2,5,Research Director,3.0,Single,17544.0,1,Y,No,14,3,1.0,80,0,21,4.0,20,4
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,4,Female,2,1,Research Scientist,2.0,Single,25326.0,1,Y,Yes,11,3,3.0,80,0,2,4.0,2,2
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3,Male,3,2,Laboratory Technician,2.0,Single,8770.0,9,Y,No,15,3,3.0,80,0,9,2.0,5,0
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,3,2,Manufacturing Director,,Single,,2,Y,No,20,4,1.0,80,0,18,,11,0
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,4,1,Sales Representative,,Married,21981.0,0,Y,No,12,3,1.0,80,1,3,3.0,2,2
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1,Male,2,1,Research Scientist,,Married,19911.0,0,Y,No,17,3,1.0,80,0,6,1.0,5,0
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,3,2,Sales Executive,,Divorced,18500.0,1,Y,No,11,3,4.0,80,1,5,3.0,5,0
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,2,4,Sales Executive,2.0,Married,11879.0,6,Y,No,17,3,2.0,80,1,22,3.0,9,2
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,3,2,Manufacturing Director,3.0,Single,15834.0,2,Y,No,11,3,4.0,80,0,5,2.0,3,0
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,3,1,Research Scientist,,Divorced,,0,Y,No,14,3,4.0,80,2,8,2.0,7,1
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,Male,1,2,Laboratory Technician,,Single,9558.0,4,Y,No,19,3,1.0,80,0,16,3.0,1,0
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,Male,2,2,Manufacturing Director,4.0,Married,17689.0,1,Y,Yes,15,3,3.0,80,1,10,2.0,10,1
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,Male,4,1,Human Resources,,Married,6004.0,1,Y,No,13,3,,80,1,7,4.0,7,5
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,2,1,Research Scientist,3.0,Divorced,22088.0,1,Y,Yes,14,3,4.0,80,1,3,3.0,3,0
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,Male,3,1,Laboratory Technician,,Single,13556.0,1,Y,No,12,3,4.0,80,0,0,3.0,0,0
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,3,2,Sales Executive,,Single,18385.0,0,Y,Yes,17,3,1.0,80,0,6,3.0,5,0
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,Male,3,1,Laboratory Technician,,Married,9051.0,3,Y,Yes,11,3,1.0,80,1,6,3.0,1,0
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,3,1,Laboratory Technician,,Married,6233.0,1,Y,No,12,3,3.0,80,1,2,2.0,2,2
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,2,2,Healthcare Representative,4.0,Divorced,17171.0,7,Y,No,13,3,3.0,80,2,9,3.0,6,1
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,2,1,Research Scientist,,Married,7950.0,1,Y,No,13,3,3.0,80,1,4,3.0,4,2
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,3,2,Sales Executive,3.0,Married,5829.0,1,Y,No,20,4,1.0,80,0,6,2.0,6,1
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,3,1,Human Resources,3.0,Single,7108.0,1,Y,No,17,3,2.0,80,0,6,1.0,5,1
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,Female,2,3,Sales Executive,1.0,Married,11162.0,1,Y,No,13,3,1.0,80,1,11,,11,3
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,Female,3,3,Research Director,3.0,Single,13782.0,9,Y,No,17,3,3.0,80,0,20,2.0,18,2
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,Male,3,4,Sales Executive,,Single,2447.0,0,Y,Yes,12,3,2.0,80,0,22,2.0,21,13
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,3,2,Sales Executive,1.0,Single,2253.0,7,Y,No,13,3,4.0,80,0,9,,6,1
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,2,1,Laboratory Technician,,Married,16340.0,6,Y,No,12,3,2.0,80,1,10,3.0,8,1
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,4,Male,3,1,Laboratory Technician,2.0,Single,6409.0,8,Y,No,22,4,4.0,80,0,6,3.0,4,1
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,3,Female,3,1,Laboratory Technician,4.0,Married,22955.0,1,Y,Yes,11,3,4.0,80,0,1,2.0,1,0
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,4,1,Laboratory Technician,4.0,Married,13421.0,1,Y,No,22,4,2.0,80,1,8,3.0,8,0
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,2,2,Sales Executive,,Married,2706.0,1,Y,No,18,3,1.0,80,1,10,3.0,10,1
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,Female,2,2,Research Scientist,4.0,Married,21203.0,3,Y,Yes,13,3,4.0,80,1,16,1.0,1,0
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,2,3,Manufacturing Director,,Divorced,19588.0,2,Y,No,18,3,2.0,80,1,15,4.0,7,6
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,2,2,Healthcare Representative,1.0,Single,25755.0,0,Y,No,20,4,3.0,80,0,14,3.0,13,4
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,Male,2,1,Laboratory Technician,4.0,Married,26537.0,1,Y,No,13,3,2.0,80,1,2,4.0,2,2
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,1,2,Sales Executive,,Single,9489.0,8,Y,No,13,3,2.0,80,0,7,2.0,4,1
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3,Female,3,1,Sales Representative,1.0,Divorced,14947.0,1,Y,No,12,3,3.0,80,3,1,3.0,1,0
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,4,Female,3,5,Manager,1.0,Divorced,18575.0,4,Y,No,13,3,4.0,80,1,28,3.0,5,4
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,3,1,Laboratory Technician,4.0,Married,26342.0,1,Y,No,13,3,1.0,80,1,10,3.0,10,0
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,Male,3,1,Research Scientist,1.0,Single,7172.0,1,Y,No,25,4,3.0,80,0,1,3.0,1,0
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,3,1,Research Scientist,3.0,Married,20100.0,4,Y,Yes,19,3,3.0,80,1,7,2.0,3,0
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,Female,2,2,Manufacturing Director,4.0,Married,9961.0,1,Y,No,13,3,2.0,80,1,14,2.0,14,3
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1,Male,2,1,Laboratory Technician,3.0,Single,12828.0,1,Y,No,12,3,1.0,80,0,2,2.0,2,1
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,3,1,Research Scientist,,Single,10826.0,1,Y,Yes,11,3,3.0,80,0,6,3.0,6,0
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1,1201,4,Female,3,5,Manager,3.0,Divorced,18640.0,3,Y,No,18,3,2.0,80,1,26,3.0,7,4
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,2,Female,1,1,Research Scientist,,Married,,0,Y,Yes,18,3,1.0,80,1,6,,5,1
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,3,Male,2,1,Research Scientist,4.0,Married,,0,Y,Yes,11,3,2.0,80,1,1,3.0,0,0
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,Female,3,4,Manager,1.0,Married,24097.0,8,Y,No,23,4,1.0,80,0,28,3.0,26,15
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,4,Male,1,1,Research Scientist,3.0,Single,4279.0,2,Y,No,13,3,4.0,80,0,6,3.0,0,0
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,2,Male,3,1,Human Resources,3.0,Married,8429.0,1,Y,No,13,3,4.0,80,1,5,3.0,5,1
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,1,Male,2,1,Research Scientist,,Divorced,20293.0,6,Y,No,17,3,1.0,80,1,5,1.0,1,0
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,Male,3,2,Sales Executive,1.0,Divorced,13192.0,8,Y,No,19,3,3.0,80,3,8,3.0,4,0
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,2,Male,3,2,Sales Executive,2.0,Married,25440.0,5,Y,No,12,3,4.0,80,3,5,3.0,0,0
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1,1215,4,Female,3,4,Manager,,Married,9490.0,2,Y,No,22,4,3.0,80,1,32,3.0,2,2
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1,1216,4,Male,2,1,Laboratory Technician,1.0,Married,,1,Y,No,12,3,3.0,80,3,6,,6,3
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,4,Male,3,5,Research Director,,Married,10849.0,5,Y,No,11,3,1.0,80,1,25,3.0,4,0
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,Male,3,2,Sales Executive,1.0,Married,21026.0,3,Y,Yes,15,3,4.0,80,3,15,3.0,7,1
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4,Female,3,1,Laboratory Technician,,Married,3372.0,1,Y,No,13,3,1.0,80,1,1,1.0,1,0
33,No,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2,Female,3,2,Sales Executive,3.0,Married,4905.0,1,Y,No,12,3,1.0,80,1,10,2.0,10,0
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,1,1,Laboratory Technician,3.0,Divorced,6865.0,1,Y,No,14,3,3.0,80,1,7,3.0,7,1
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,3,2,Laboratory Technician,3.0,Divorced,11309.0,1,Y,No,13,3,1.0,80,3,10,2.0,10,8
44,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,Male,3,2,Research Scientist,4.0,Single,7744.0,1,Y,No,25,4,2.0,80,0,20,3.0,20,13
20,No,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,3,Male,4,1,Sales Representative,,Single,5050.0,1,Y,No,17,3,4.0,80,0,2,3.0,2,2
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,3,2,Manufacturing Director,,Divorced,17433.0,2,Y,No,11,3,3.0,80,1,12,2.0,6,1
42,No,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4,Male,4,2,Human Resources,1.0,Married,12858.0,7,Y,No,16,3,1.0,80,1,10,4.0,4,0
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,2,Male,4,2,Sales Executive,,Divorced,10893.0,0,Y,Yes,18,3,,80,1,12,3.0,11,1
32,No,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3,Female,2,1,Laboratory Technician,,Married,,1,Y,No,20,4,3.0,80,1,2,3.0,2,2
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,4,Female,3,2,Research Scientist,,Single,,4,Y,Yes,14,3,4.0,80,0,10,3.0,8,0
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,1,3,Manufacturing Director,,Divorced,4235.0,2,Y,Yes,21,4,3.0,80,1,17,3.0,7,7
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,1,Male,3,1,Research Scientist,4.0,Married,6311.0,0,Y,No,13,3,2.0,80,1,15,3.0,14,4
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,2,Female,2,2,Sales Executive,,Divorced,11591.0,7,Y,No,12,3,2.0,80,1,7,4.0,5,1
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,3,Male,3,2,Sales Executive,4.0,Single,,0,Y,No,14,3,,80,0,5,3.0,4,1
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,4,Male,3,1,Research Scientist,2.0,Married,9369.0,0,Y,Yes,21,4,1.0,80,1,12,3.0,11,5
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242,1,Female,3,3,Research Director,1.0,Married,23281.0,3,Y,Yes,17,3,3.0,80,0,20,3.0,1,0
35,No,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3,Female,2,3,Sales Executive,4.0,Married,13755.0,4,Y,Yes,11,3,2.0,80,1,16,2.0,13,4
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1,Male,3,1,Research Scientist,1.0,Married,14377.0,1,Y,Yes,14,3,4.0,80,2,9,2.0,9,6
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,4,Female,3,3,Manufacturing Director,3.0,Divorced,9659.0,7,Y,No,17,3,1.0,80,1,33,1.0,5,1
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,Female,4,1,Research Scientist,4.0,Married,19982.0,1,Y,No,13,3,4.0,80,1,10,3.0,10,7
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,1248,1,Female,2,1,Research Scientist,2.0,Single,6148.0,1,Y,Yes,25,4,2.0,80,0,1,4.0,1,0
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,Female,3,1,Research Scientist,,Divorced,5598.0,1,Y,No,15,3,1.0,80,3,3,3.0,3,1
